iso,epochMs,cpuSeconds,cpuPercent,workingSetBytes,privateBytes
2026-08-17T02:56:21.2525241Z,1786935381252,283.219,5.55,290910208,308305920
2026-08-17T02:56:22.2617335Z,1786935382261,284.078,4.26,271466496,288452608
2026-08-17T02:56:23.2681543Z,1786935383268,285.172,5.43,304340992,322207744
2026-08-17T02:56:24.2792068Z,1786935384279,286.281,5.49,293642240,310398976
2026-08-17T02:56:25.2853202Z,1786935385285,287.266,4.89,312184832,329187328
2026-08-17T02:56:26.2965933Z,1786935386296,288.312,5.18,285437952,302235648
2026-08-17T02:56:27.3158733Z,1786935387315,289.344,5.06,276897792,293552128
2026-08-17T02:56:28.3279053Z,1786935388327,289.344,0,276897792,293552128
2026-08-17T02:56:29.3438884Z,1786935389343,289.344,0,276897792,293552128
2026-08-17T02:56:30.3590502Z,1786935390359,289.344,0,276897792,293552128
